Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reactant_1_Name_SMILES,Reactant_1_Short_Hand_SMILES,Reactant_2_Name_SMILES,Catalyst_1_Short_Hand_SMILES,Ligand_Short_Hand_SMILES,Reagent_1_Short_Hand_SMILES,Solvent_1_Short_Hand_SMILES,Reactant_1_SMILES
53,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,2.05952841211658,3781.084833336814,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[K+],CC#N,Clc1ccc2ncccc2c1
54,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,3.21864784308256,8983.79833744841,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[K+],CC#N,Clc1ccc2ncccc2c1
55,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,78.4174228193668,90780.3810652756,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[K+],CC#N,Clc1ccc2ncccc2c1
56,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,8.93977444085733,8182.368759776755,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[K+],CC#N,Clc1ccc2ncccc2c1
57,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,92.2242386465952,111091.47839928833,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[K+],CC#N,Clc1ccc2ncccc2c1
58,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,14.2206754932286,7878.910117856517,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[K+],CC#N,Clc1ccc2ncccc2c1
59,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,2.3455596596732,1067.0814588382377,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[K+],CC#N,Clc1ccc2ncccc2c1
60,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,KOH,2.5,MeCN,18.1597678162321,67813.47277129363,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,0,[OH-].[K+],CC#N,Clc1ccc2ncccc2c1
61,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,7.0788779533304,11614.379987424683,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
62,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,LiOtBu,2.5,MeCN,5.4483808696152,12111.775553424073,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
63,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,1.99054888114825,3362.715470780438,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
64,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,6.08313547812363,32427.2008441609,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
65,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,2.45280550760324,4340.437798036643,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
66,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,3.56636244233208,9150.864970562869,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
67,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,85.7734226150222,95117.7549181346,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
68,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,9.78109907191012,9542.2689937389,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
69,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,92.8344072930483,102595.85853211362,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
70,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,15.410461843799,6378.369333380235,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
71,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,2.42654830002009,1126.0007060482944,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
72,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,LiOtBu,2.5,MeCN,17.1759038844819,68542.4835177396,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,0,CC(C)(C)[O-].[Li+],CC#N,Clc1ccc2ncccc2c1
73,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,7.82316946168684,13319.805458275476,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
74,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,Et3N,2.5,MeCN,6.14029657993896,11270.706322042955,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
75,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,2.13374309510393,3474.5508331245883,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
76,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,5.05213723181808,26015.729807013628,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
77,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,1.98028622008522,3662.185744582736,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
78,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,4.46807824701397,11625.466171598817,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
79,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,78.957919561643,96066.2453620434,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
80,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,6.99621084980946,7068.834635536467,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
81,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,90.3017535211921,95108.57054827729,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
82,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,15.3607442237364,7148.572266724967,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
83,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeCN,2.50927994144339,989.1130125788102,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
84,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,Et3N,2.5,MeCN,19.5108844387778,70616.91568667487,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,0,CCN(CC)CC,CC#N,Clc1ccc2ncccc2c1
85,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,0,2.5,MeCN,9.75908286686094,16376.611297220717,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,0,CC#N,Clc1ccc2ncccc2c1
86,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,0,2.5,MeCN,4.15312486926772,13262.256850242684,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,0,CC#N,Clc1ccc2ncccc2c1
87,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,0,2.5,MeCN,1.53223611769088,3331.0823034149616,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,0,CC#N,Clc1ccc2ncccc2c1
88,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,0,2.5,MeCN,5.79692311337673,30328.132315438466,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,0,CC#N,Clc1ccc2ncccc2c1
89,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,0,2.5,MeCN,2.64661537803254,4243.240794081221,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,0,CC#N,Clc1ccc2ncccc2c1
90,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,0,2.5,MeCN,4.42903768983828,12910.258084925134,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,0,CC#N,Clc1ccc2ncccc2c1
91,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,0,2.5,MeCN,66.8041426775335,75956.1999385143,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,0,CC#N,Clc1ccc2ncccc2c1
92,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,0,2.5,MeCN,6.42130859194569,6849.334331370883,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,0,CC#N,Clc1ccc2ncccc2c1
93,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,0,2.5,MeCN,78.2264541946686,83904.55303231288,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,0,CC#N,Clc1ccc2ncccc2c1
94,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,0,2.5,MeCN,13.9540113252438,6493.07578483087,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,0,CC#N,Clc1ccc2ncccc2c1
95,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,0,2.5,MeCN,2.1103931503683,809.6433904247472,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,0,CC#N,Clc1ccc2ncccc2c1
96,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,0,2.5,MeCN,8.28740356846637,28481.3613260311,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,0,0,CC#N,Clc1ccc2ncccc2c1
97,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,THF,33.7884226000348,46748.73878510851,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
98,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaOH,2.5,THF,8.08389406174481,9823.262021931167,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
99,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,THF,61.2000810462792,65207.403432748666,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
100,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,THF,69.9420492553848,237558.37612815073,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
101,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,THF,7.2041205533469,13194.996728541826,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1C)(c1ccccc1C)c1ccccc1C,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
102,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,THF,79.46758861973,256433.68485545483,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1=CC=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
103,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,THF,87.0599138552419,94998.11384440472,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,COc1ccccc1-c2ccccc2P(c3ccccc3)c4ccccc4,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
104,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,THF,12.7035086532037,27853.76086821393,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(C2=CC=C(C(C)(C)C)C=C2)C3=CC=C(C(C)(C)C)C=C3,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
105,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,THF,88.966679030845,85607.99392311752,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)C1=CC=C(C(C)(C)C)C=C1P(c2ccccc2)c3ccccc3,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
106,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,THF,27.9254607314512,16943.262750917776,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,[Fe]|1|2|3|4|5|6|7|8(|[CH-]9[CH-]|1[CH-]|2[C-]|3([CH-]|49)P(c%10ccccc%10)c%11ccccc%11)|C%12=C|5[C-]|6(C|7=C|8%12)P(c%13ccccc%13)c%14ccccc%14,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
107,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,THF,6.1056671566937,10507.553254619037,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(cccc15)P(c6ccccc6)c7ccccc7,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
108,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,0,0.0,NaOH,2.5,THF,19.9964908124804,51980.556095372005,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,0,[OH-].[Na+],C1CCOC1,Clc1ccc2ncccc2c1
109,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,THF,66.7358043675789,66473.5802913171,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(C)(C)P(CC(C)C)CC(C)C,[Na+].OC([O-])=O,C1CCOC1,Clc1ccc2ncccc2c1
110,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Ph)3,0.125,NaHCO3,2.5,THF,8.11170620285451,12207.88724652932,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(c1ccccc1)(c1ccccc1)c1ccccc1,[Na+].OC([O-])=O,C1CCOC1,Clc1ccc2ncccc2c1
111,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,THF,57.4844178119219,71710.57922074593,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,CC(N)Cc1ccccc1.O[P](O)(O)=O,[Na+].OC([O-])=O,C1CCOC1,Clc1ccc2ncccc2c1
112,6-chloroquinoline,6-Cl-Q,1,0.0004,Boronic Acid,1,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,THF,61.8864221022104,263714.7607098264,Clc1ccc2ncccc2c1,Clc1ccc2ncccc2c1,OBO,[Pd](|OC(C)=O)|OC(C)=O,P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,[Na+].OC([O-])=O,C1CCOC1,Clc1ccc2ncccc2c1
